,cena (zł),powierzchnia,liczba pokoi,piętro,adres,rynek,rodzaj zabudowy,materiał budynku,okna,ogrzewanie,rok budowy,stan wykończenia (do),czynsz,forma własności,internet,telewizja kablowa,telefon,rolety antywłamaniowe,drzwi/okna antywłamaniowe,domofon/wideofon,monitoring/ochrona,system alarmowy,teren zamknięty,meble,pralka,zmywarka,lodówka,kuchenka,piekarnik,telewizor,balkon,pom. użytkowe,garaż/miejsce parkingowe,piwnica,ogródek,taras,winda,dwupoziomowe,oddzielna kuchnia,klimatyzacja
848,275000.0,63.0,3,1,Obłuże,wtórny,blok,wielka,0,miejskie,1976,zamieszkania,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
849,265000.0,46.0,3,p,Redłowo,wtórny,blok,inne,plastikowe,0,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,649000.0,72.23,3,1,Witomino,wtórny,apartamentowiec,cegła,0,miejskie,2014,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
851,260000.0,47.0,2,1,Gdynia,wtórny,blok,cegła,plastikowe,miejskie,2004,zamieszkania,400,pełna,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
852,315000.0,80.4,4,2,Obłuże,wtórny,blok,wielka,plastikowe,miejskie,1982,zamieszkania,700,pełna,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0
853,499000.0,86.0,4,1,Gdynia,wtórny,apartamentowiec,cegła,plastikowe,kotłownia,2000,0,400,pełna,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
854,239000.0,60.0,3,p,Chylonia,wtórny,blok,wielka,drewniane,miejskie,0,zamieszkania,400,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
855,239000.0,54.0,3,9,Cisowa,wtórny,blok,wielka,plastikowe,miejskie,1985,zamieszkania,368,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
856,190000.0,32.5,2,4,Obłuże,wtórny,blok,0,plastikowe,0,1980,0,390,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
857,215000.0,42.0,2,3,Dąbrowa,wtórny,blok,0,plastikowe,0,1991,0,300,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
858,325000.0,60.0,3,p,Obłuże,wtórny,blok,0,plastikowe,0,1975,0,330,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
859,347000.0,105.0,4,1,Gdynia,pierwotny,szeregowiec,silikat,plastikowe,gazowe,2017,wykończenia,0,pełna,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
860,337000.0,100.0,4,1,Gdynia,pierwotny,szeregowiec,silikat,plastikowe,gazowe,2017,wykończenia,0,pełna,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
861,215000.0,48.0,2,4,Pogórze,wtórny,blok,wielka,0,miejskie,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
862,175000.0,38.0,2,1,Chylonia,wtórny,blok,wielka,plastikowe,miejskie,1969,zamieszkania,360,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
863,610000.0,103.0,4,3,Karwiny,wtórny,blok,pustak,0,gazowe,2008,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
864,429000.0,73.0,4,2,Wielki Kack,wtórny,apartamentowiec,0,0,miejskie,2000,0,0,pełna,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
865,498000.0,144.0,4,3,Wielki Kack,wtórny,apartamentowiec,0,plastikowe,miejskie,2000,zamieszkania,0,pełna,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
866,185000.0,37.0,2,4,Leszczynki,wtórny,blok,beton,plastikowe,miejskie,0,zamieszkania,0,spółdzielcze,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
867,399000.0,49.19,2,p,Mały Kack,wtórny,blok,inne,plastikowe,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
868,413000.0,60.78,3,3,Grabówek,wtórny,blok,silikat,plastikowe,miejskie,2017,wykończenia,0,pełna,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
869,559000.0,86.0,3,1,Redłowo,wtórny,blok,cegła,0,miejskie,1970,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
872,325000.0,51.0,3,1,Gdynia,pierwotny,apartamentowiec,cegła,plastikowe,gazowe,2016,wykończenia,0,pełna,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
873,200000.0,42.2,2,3,Chylonia,wtórny,blok,wielka,plastikowe,miejskie,1970,zamieszkania,0,spółdzielcze,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
874,318000.0,64.22,3,p,Gdynia,pierwotny,szeregowiec,silikat,plastikowe,gazowe,2017,wykończenia,0,pełna,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
875,495000.0,67.9,3,p,Mały Kack,pierwotny,0,0,plastikowe,0,2016,wykończenia,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
876,222222.0,51.0,2,4,Obłuże,wtórny,blok,0,0,miejskie,1980,remontu,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
877,299000.0,63.0,3,3,Pogórze,wtórny,blok,0,plastikowe,miejskie,1991,zamieszkania,0,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
878,299000.0,54.0,3,3,Gdynia,wtórny,0,0,0,0,1980,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,323000.0,46.3,2,p,Mały Kack,wtórny,blok,silikat,drewniane,miejskie,2017,wykończenia,0,pełna,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
880,235000.0,45.73,2,2,Gdynia,wtórny,blok,wielka,0,miejskie,1986,0,0,pełna,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
881,149900.0,29.5,1,p,Gdynia,pierwotny,apartamentowiec,0,plastikowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
882,175000.0,35.0,2,2,Pogórze,pierwotny,apartamentowiec,0,plastikowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
883,179900.0,37.1,2,2,Pogórze,pierwotny,apartamentowiec,0,plastikowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
884,240900.0,49.1,3,2,Pogórze,pierwotny,0,0,plastikowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
885,189000.0,30.2,1,3,Gdynia,wtórny,0,0,0,0,1980,0,0,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
886,430000.0,71.0,3,2,Dąbrowa,wtórny,dom,0,0,miejskie,1993,0,0,pełna,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
887,495000.0,67.9,3,p,Mały Kack,pierwotny,0,0,plastikowe,0,2016,wykończenia,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
888,750000.0,76.0,3,5,Śródmieście,wtórny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,750000.0,76.0,3,1,Kamienna Góra,wtórny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,275000.0,66.67,3,2,Gdynia,wtórny,blok,0,plastikowe,miejskie,1990,zamieszkania,670,spółdzielcze,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
891,230000.0,50.0,2,p,Witomino,wtórny,blok,wielka,plastikowe,0,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,480000.0,47.0,2,2,Śródmieście,wtórny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,470000.0,46.0,2,2,Gdynia,wtórny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,1085000.0,70.0,2,4,Śródmieście,wtórny,apartamentowiec,0,0,miejskie,2016,0,0,pełna,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
895,890000.0,44.0,2,5,Śródmieście,wtórny,apartamentowiec,0,drewniane,miejskie,2008,zamieszkania,600,pełna,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
896,600000.0,57.0,2,p,Redłowo,wtórny,blok,inne,0,miejskie,2013,0,0,pełna,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
897,460000.0,71.3,3,p,Gdynia,wtórny,0,0,0,0,2012,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
898,795000.0,40.0,2,p,Śródmieście,wtórny,apartamentowiec,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
899,269000.0,60.0,3,1,Obłuże,wtórny,blok,0,0,miejskie,1986,0,0,spółdzielcze,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
900,559000.0,86.0,3,1,Redłowo,wtórny,blok,cegła,0,miejskie,1970,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
903,325000.0,51.0,3,1,Gdynia,pierwotny,apartamentowiec,cegła,plastikowe,gazowe,2016,wykończenia,0,pełna,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
904,326992.0,57.66,3,p,Oksywie,pierwotny,blok,cegła,plastikowe,miejskie,2017,wykończenia,0,pełna,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
905,569000.0,87.81,5,1,Mały Kack,pierwotny,apartamentowiec,silikat,plastikowe,gazowe,2016,wykończenia,0,pełna,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
906,369000.0,65.0,3,p,Dąbrowa,wtórny,blok,0,plastikowe,miejskie,1993,zamieszkania,700,pełna,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
907,259000.0,60.0,3,6,Obłuże,wtórny,blok,0,0,miejskie,1978,0,0,spółdzielcze,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
908,609000.0,75.0,3,p,Wielki Kack,wtórny,blok,0,0,miejskie,2008,0,0,pełna,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
909,1190000.0,147.0,5,p,Gdynia,wtórny,apartamentowiec,0,0,gazowe,1996,0,0,pełna,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
910,2100000.0,118.0,3,>,Śródmieście,wtórny,apartamentowiec,0,0,miejskie,2009,0,0,pełna,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
911,1449000.0,89.0,3,>,Śródmieście,wtórny,apartamentowiec,0,0,miejskie,2009,0,0,pełna,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
912,460000.0,73.0,4,3,Dąbrowa,wtórny,blok,0,0,miejskie,2004,zamieszkania,0,pełna,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
913,350000.0,51.0,3,1,Wielki Kack,wtórny,blok,0,0,miejskie,2005,0,0,pełna,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
914,498000.0,80.0,4,2,Gdynia,wtórny,blok,0,0,gazowe,1954,0,0,pełna,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
915,550000.0,98.0,4,3,Dąbrowa,wtórny,blok,0,0,miejskie,2000,0,0,spółdzielcze,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
916,365000.0,57.0,2,1,Gdynia,wtórny,blok,0,0,miejskie,0,0,0,pełna,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
917,750000.0,67.0,3,4,Śródmieście,wtórny,apartamentowiec,0,0,miejskie,2009,0,0,pełna,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
918,399000.0,74.0,3,3,Wielki Kack,wtórny,blok,0,0,miejskie,2002,0,0,pełna,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
919,649000.0,84.0,4,p,Pogórze,wtórny,apartamentowiec,0,0,miejskie,2012,0,0,pełna,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
920,460114.0,69.2,4,2,Gdynia,pierwotny,blok,silikat,plastikowe,miejskie,2016,wykończenia,0,pełna,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
921,225000.0,42.0,2,3,Chylonia,wtórny,blok,0,0,miejskie,1967,0,0,spółdzielcze,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
922,399000.0,51.6,2,p,Grabówek,wtórny,apartamentowiec,beton,0,miejskie,2012,0,0,pełna,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
923,166000.0,38.1,1,>,Gdynia,wtórny,0,0,0,0,1980,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
924,158900.0,29.5,1,p,Gdynia,pierwotny,blok,0,0,0,2017,wykończenia,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,920000.0,97.61,3,8,Redłowo,wtórny,apartamentowiec,0,0,miejskie,2006,zamieszkania,850,pełna,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
926,1090000.0,81.6,2,8,Śródmieście,wtórny,blok,inne,0,0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
927,886500.0,87.69,3,2,Kamienna Góra,wtórny,kamienica,cegła,drewniane,miejskie,2008,zamieszkania,400,pełna,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
928,334977.0,53.0,3,3,Działki Leśne,wtórny,blok,0,0,miejskie,0,0,0,pełna,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
929,319000.0,51.8,2,1,Wielki Kack,wtórny,blok,0,0,miejskie,2002,zamieszkania,0,pełna,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
930,465000.0,104.0,4,p,Dąbrowa,wtórny,blok,0,0,miejskie,1995,0,0,spółdzielcze,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
931,559000.0,86.0,3,1,Redłowo,wtórny,blok,cegła,0,miejskie,1970,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
934,325000.0,51.0,3,1,Gdynia,pierwotny,apartamentowiec,cegła,plastikowe,gazowe,2016,wykończenia,0,pełna,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
935,650000.0,88.26,4,p,Mały Kack,pierwotny,apartamentowiec,silikat,plastikowe,gazowe,2017,wykończenia,0,pełna,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
936,299000.0,55.0,3,3,Grabówek,wtórny,0,0,0,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
937,330000.0,47.4,3,p,Pogórze,wtórny,apartamentowiec,0,0,miejskie,2013,0,0,pełna,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
938,448650.0,59.82,3,2,Gdynia,pierwotny,apartamentowiec,0,0,0,2018,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
939,282816.0,39.28,2,p,Gdynia,pierwotny,apartamentowiec,0,0,0,2018,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
940,449000.0,52.0,3,1,Kamienna Góra,wtórny,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,350000.0,62.8,3,1,Dąbrowa,wtórny,0,0,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,359999.0,60.01,3,1,Pustki Cisowskie,wtórny,blok,0,plastikowe,miejskie,1985,zamieszkania,0,pełna,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
943,299000.0,50.0,3,1,Gdynia,wtórny,blok,0,plastikowe,miejskie,0,zamieszkania,0,spółdzielcze,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
944,3400000.0,283.0,5,5,Gdynia,wtórny,apartamentowiec,0,0,miejskie,2007,0,0,pełna,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
945,463093.2,46.0,2,p,Orłowo,pierwotny,apartamentowiec,0,0,miejskie,2017,0,0,pełna,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
946,355000.0,63.35,3,2,Dąbrowa,wtórny,0,0,0,0,1997,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,329900.0,47.0,3,1,Wielki Kack,wtórny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
948,1500000.0,100.0,3,>,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
949,740000.0,50.0,2,>,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
950,720000.0,60.0,2,>,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
951,780000.0,60.0,2,7,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
952,1610000.0,85.0,3,1,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1
953,1910000.0,160.0,4,6,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
954,1500000.0,100.0,3,>,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
955,1239000.0,83.0,2,>,Śródmieście,wtórny,apartamentowiec,inne,drewniane,miejskie,2009,zamieszkania,0,pełna,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
956,195000.0,32.8,1,3,Gdynia,wtórny,blok,0,0,miejskie,0,0,0,pełna,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
957,850000.0,82.0,3,4,Redłowo,wtórny,blok,wielka,plastikowe,miejskie,2003,zamieszkania,480,pełna,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
958,160000.0,38.0,2,>,Obłuże,wtórny,0,wielka,drewniane,miejskie,1976,remontu,300,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
959,230000.0,33.0,1,p,Gdynia,wtórny,blok,0,plastikowe,0,1965,0,250,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
960,270000.0,50.0,3,3,Pogórze,wtórny,kamienica,cegła,0,inne,1936,0,0,pełna,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
961,369000.0,65.2,3,p,Dąbrowa,wtórny,blok,0,0,miejskie,1992,0,0,pełna,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
962,559000.0,86.0,3,1,Redłowo,wtórny,blok,cegła,0,miejskie,1970,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
965,325000.0,51.0,3,1,Gdynia,pierwotny,apartamentowiec,cegła,plastikowe,gazowe,2016,wykończenia,0,pełna,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
966,435000.0,30.0,1,8,Gdynia,wtórny,blok,beton,plastikowe,miejskie,1970,zamieszkania,200,pełna,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0
967,590000.0,98.2,4,p,Mały Kack,wtórny,blok,0,0,0,2015,0,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
968,499000.0,101.0,4,2,Gdynia,wtórny,blok,inne,0,inne,1999,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
969,259000.0,42.0,2,p,Wielki Kack,wtórny,blok,0,0,miejskie,2001,0,0,pełna,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
970,269000.0,50.32,2,1,Grabówek,wtórny,blok,0,0,miejskie,1962,0,0,spółdzielcze,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
971,279000.0,53.0,3,4,Oksywie,wtórny,blok,wielka,plastikowe,miejskie,0,zamieszkania,0,pełna,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
972,289000.0,52.6,3,9,Obłuże,wtórny,blok,0,0,miejskie,1978,zamieszkania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
973,205000.0,37.0,2,p,Chylonia,wtórny,0,0,0,miejskie,0,zamieszkania,0,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
974,398000.0,57.0,3,p,Leszczynki,wtórny,blok,0,0,0,2003,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
975,265000.0,63.0,3,p,Pogórze,wtórny,blok,0,0,miejskie,1988,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
976,259000.0,59.5,3,6,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
977,320000.0,67.0,3,2,Pogórze,wtórny,blok,0,plastikowe,miejskie,1989,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
978,279000.0,59.7,2,p,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
979,368000.0,67.0,3,4,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
980,325000.0,60.0,3,p,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
981,325000.0,72.0,3,9,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,spółdzielcze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
982,269000.0,60.0,3,1,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
983,190000.0,32.5,2,4,Obłuże,wtórny,blok,0,0,miejskie,0,zamieszkania,0,pełna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
